RegionName,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
10024,7500.0,7550.0,7400.0,7547.5,7500.0,7500.0,7500.0,7500.0,7497.5,7495.0,7500.0,7497.5,7372.5,7350.0,7350.0,7250.0,7497.5,7297.5,7384.0,7497.5,7500.0,7497.5,7775.0,7625.0,7700.0,7800.0,7500.0,7550.0,7500.0,7600.0,7500.0,7500.0,7775.0,7500.0,7798.0,7625.0
10028,,,,,,,,5947.5,6500.0,6271.5,6250.0,6429.0,6293.0,5500.0,5400.0,5497.5,5495.0,4947.5,5500.0,5500.0,5400.0,5197.5,5400.0,5575.5,5575.5,6561.0,5978.0,6512.5,5747.5,5500.0,5495.0,5500.0,5350.0,5095.0,5500.0,5850.0
10027,3200.0,3377.5,3150.0,3200.0,3300.0,3300.0,3300.0,3300.0,3300.0,3375.0,3250.0,3300.0,3156.5,3070.0,3147.5,3197.5,3100.0,3200.0,3285.0,3431.0,3396.0,3450.0,3495.0,3300.0,3265.5,3200.0,3149.0,3108.5,3071.0,3116.0,3116.0,3362.0,3415.0,3500.0,3380.0,3357.5
10021,,,,,,,,,,,,,,,,,,,,,,,6000.0,5997.5,6000.0,6247.5,6999.5,6597.5,6847.5,6000.0,5424.5,6000.0,5997.5,6247.5,5675.0,5375.0
10032,2425.0,2550.0,2500.0,2678.0,2695.0,2700.0,2700.0,2750.0,2800.0,2800.0,2795.0,2699.0,2600.0,2600.0,2595.0,2557.5,2570.0,2525.0,2600.0,2650.0,2650.0,2650.0,2650.0,2700.0,2700.0,2650.0,2600.0,2600.0,2695.0,2700.0,2697.0,2700.0,2795.0,2800.0,2795.0,2799.5
10031,2895.0,2990.0,2850.0,2825.0,2795.0,2750.0,2750.0,2975.0,3000.0,3000.0,2949.5,2908.0,2925.0,2825.0,2747.5,2750.0,2750.0,2800.0,2925.0,2900.0,2994.5,3000.0,3000.0,2997.0,2900.0,2835.0,2750.0,2795.0,2795.0,2795.0,2872.5,2850.0,2995.0,3000.0,3000.0,3000.0
10014,,,,,6300.0,6300.0,5995.0,6000.0,6142.0,6071.0,6000.0,5912.5,5963.5,5972.5,5800.0,5997.5,5995.0,5795.0,5772.0,6125.0,6000.0,5867.0,6000.0,5997.5,6000.0,5845.0,5995.0,5995.0,6100.0,6000.0,6000.0,6500.0,6297.5,6500.0,6800.0,6875.0
10036,4850.0,5200.0,5250.0,4500.0,5000.0,4875.0,4975.0,4895.0,4888.0,4800.0,4788.0,5000.0,4765.0,4580.0,4900.0,5000.0,4970.0,4766.0,5000.0,5000.0,5300.0,5000.0,5500.0,5223.5,5050.0,4900.0,4750.0,4995.0,4900.0,4950.0,5000.0,4997.0,4615.0,4800.0,5027.5,4995.0
10033,2450.0,2595.0,2400.0,2525.0,2578.5,2511.5,2637.5,2658.0,2695.0,2700.0,2850.0,2650.0,2580.5,2400.0,2475.0,2572.5,2542.5,2718.5,2700.0,2550.0,2550.0,2699.5,2800.0,2722.5,2750.0,2772.5,2599.5,2500.0,2425.0,2595.0,2600.0,2650.0,2645.0,2750.0,2750.0,2700.0
10010,4900.0,4897.5,4541.5,4897.5,5020.0,4847.5,4750.0,4600.0,4800.0,4825.0,5000.0,4925.0,5000.0,5233.0,5000.0,5000.0,4900.0,4900.0,4947.5,5000.0,4995.0,4900.0,4995.0,4995.0,5015.0,4895.0,4550.0,4897.5,4900.0,5095.0,5000.0,4900.0,4900.0,4800.0,4950.0,5000.0
10022,,,,,,,,,,,,,,,,5495.0,5000.0,5134.5,5300.0,5200.0,4997.5,4800.0,4945.0,5200.0,4950.0,5350.0,5500.0,5500.0,5735.0,5395.0,5300.0,4995.0,5112.5,5225.0,5400.0,5500.0
10065,8500.0,7995.0,8300.0,8300.0,8400.0,8075.0,8300.0,8500.0,8625.0,8500.0,7950.0,8950.0,8975.0,9000.0,8975.0,9200.0,9437.5,9000.0,9650.0,9400.0,9400.0,8600.0,8650.0,8600.0,7950.0,8300.0,8550.0,8500.0,8400.0,9410.0,9147.5,8650.0,8650.0,8400.0,8200.0,8100.0
10012,5272.5,6139.0,5850.0,5649.5,6125.0,6500.0,6550.0,5950.0,5600.0,5600.0,5612.5,5500.0,5397.5,5950.0,5500.0,6184.0,6497.5,6500.0,6000.0,5984.0,5942.0,5400.0,5700.0,6500.0,6687.0,6354.5,6327.0,6500.0,5947.5,6044.0,6000.0,5900.0,5850.0,5850.0,6447.5,6000.0
